no,tgl_iklan,url,harga,kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
55,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-jakarta-timur-bambu-apus-cipayung-oleh-dian-17944222,1190000000,Jakarta ,45,64,2,2,0,0,1,0,2200,SHM,Rumah Jakarta Timur | Bambu Apus - Cipayung,"Rumah Milenial - 2 Lantai. Lokasi Premium - 2 menit dari Toll Jorr
                                    PALM ONE RESIDENCE

Bambu Apus, Cipayung Jakarta Timur



SIAP HUNI - Hanya 2 menit dari Toll JORR dan dekat LRT - Lokasi PREMIUM

TERSISA 3 unit READY STOCK 

Rumah 2 Lantai - Cluster Pinggir Jalan Utama



Tipe unit : Mediterranian Palm.

Luas Bangunan : 64 m2 

Luas Tanah : 45m2. 

Harga : Rp. 1.270.000.000,- (Harga Khusus sisa 2 menjadi Rp. 1.190.000.000,-



Tipe unit : California Palm     

Luas Bangunan : 101 m2 

Luas Tanah : 93m2    

Harga : Rp 2.020.000.000



Spesifikasi Bangunan :

Pondasi : Cakar ayam

Struktur : Beton bertulang

Dinding : Bata ringan plester aci

Finishing : Cat jotun/setara

Lantai : Granite tile 60×60 cm

Atap : Rangka baja ringan

Genteng : Beton plat

Plafond : Gypsum, rangka hollow

Kusen : Kamper oven, finishing duco (luar), finishing melamine (dalam)

Kusen Jendela : Aluminium

Sanitair : American standard/washer/setara

Air : Jet Pump

Listrik : 2200 VA

2 unit menghadap timur 1 unit menghadap barat,

KEUNGGULAN

Hanya 1 menit ke apotik K 24 dan Kimia Farma

Hanya 1 menit ke Indomaret

Hanya 1 menit ke ATM BNI, MANDIRI, BCA, BANK DKI dan BRI

Hanya 2 menit ke JORR

Hanya 4 menit ke RS Adhyaksa

Hanya 5 menit ke pusat jajanan GREEN TERRACE

Hanya 5 menit ke TMII Jakarta

Hanya 5 menit ke terminal dan stasiun LRT Kp. Rambutan

Hanya 5 menit ke MCD Cipayung

Hanya 5 menit ke stasiun LRT Ciracas

Hanya 10 menit ke MABES TNI

Hanya 10 menit ke TAMINI SQUARE



Hubungi team marketing kami di:

0811 1281 951 - 0811 901 951"
56,04-02-2021,https://www.rumah.com/listing-properti/dijual-jual-rugi-rumah-uk-8x15-hook-di-pik-2-tahap-1-oleh-herliana-ciu-18418482,3750000000,Jakarta ,165,175,3,3,0,0,2,0,2200,SHM,Jual rugi rumah uk 8x15 hook di pik 2 tahap 1,"Jual rugi rumah uk 8x15 hook di pik2 tahap 1
                                    RUMAH 8x15 PIK - PIK 2

PIK, PANTAI INDAH KAPUK, PIK 2, JAKARTA



POSISI HOEK

2 LANTAI

LUAS TANAH 165 m²

LUAS BANGUNAN 175 m²



Rp 3,750,000,000

SERTIFIKAT : PPJB BISA NAIK SAMPAI SHM

SERAH TERIMA 2021



UNTUK SHOW UNIT / INFO UKURAN LAIN :

HERLIANA CIU

LOT PROPERTY

HP : 0857 8119 3188 (WA / Call)



SPECIALIST PIK

BUY / SELL / RENT / CONSULT PROPERTY PIK

NEED MORE INFO?

FEEL FREE TO CALL/WA TO ASK ME

I WILL GIVE THE BEST PRICE AND SOLUTION"
57,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-pik-2-6x10-termurah-sebelum-dibeli-orang-oleh-herliana-ciu-18410068,1550000000,Jakarta ,79,60,2,2,1,1,2,0,,SHM,"RUMAH PIK 2 6x10 TERMURAH, SEBELUM DIBELI ORANG","Rumah PIK 2 6 x 10 Termurah
                                    RUMAH 6x10 PIK - PIK 2

PIK, PANTAI INDAH KAPUK, PIK 2, JAKARTA



2 LANTAI

LUAS TANAH 60 m²

LUAS BANGUNAN 79 m²

2+1 KAMAR TIDUR

2+1 KAMAR MANDI





Rp 1,55 MILYAR

SERTIFIKAT : PPJB BISA NAIK SAMPAI SHM

TAHUN 2021 SERAH TERIMA



UNTUK SHOW UNIT / INFO UKURAN LAIN :

HERLIANA CIU

LOT PROPERTY

HP : 0857 8119 3188 (WA / Call)



SPECIALIST PIK

BUY / SELL / RENT / CONSULT PROPERTY PIK

NEED MORE INFO?

 FEEL FREE TO CALL/WA TO ASK ME

I WILL GIVE THE BEST PRICE AND SOLUTION"
58,04-02-2021,https://www.rumah.com/listing-properti/dijual-green-garden-oleh-yovita-18403684,1990000000,Jakarta ,96,150,3,3,1,0,1,0,4400,SHM,Green Garden,"Jual Cepat Rumah di Green Garden Renov Sangat Terawat & Sangat Terjaga
                                    Rumah Diperumahan Green Garden Termurah



Di Jual Cepat (BU) Rumah di Green Garden Renov Sangat Terawat & Sangat Terjaga



Green Garden

Luas tanah: 96m2 (6x16)

Luas bangunan: 150m2

3 Kamar Tidur + 1

3 Kamar Mandi

2 lantai

Walk in Wardrobe

2 Water Heater

4 unit AC (2 unit 2PK + 2 unit 1pk)

Cooker Hood Modena

Kompor Gas tanam Modena 4 tungku

4400 Watt

CarPort 1

Air PAM

Lebar Jalan Luas 2 Mobil

Atap Baja Ringan

Semi Furnished

SHM - Sertifikat Hak Milik



Harga: Rp.1.990.000.000,- (Nego)



Contact:

Yovita 085710001222

(WhatsApp Only)"
59,04-02-2021,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-yeheskiel-jordan-18044219,3500000000,Jakarta ,390,500,4,5,2,0,5,0,3500,SHM,Bintaro,"Dijual rumah jakarta selatan bintaro, siap huni,bangunan kokoh,murah
                                    Dijual rumah jakarta selatan, 
lingkungan aman dan nyaman, bebas banjir dan bangunan kokoh, harga 
murah, sertifikat lengkap.



Spek 

▪︎LT 390 M2.

▪︎LB 500 M2

▪︎4 + 2 Kamar tidur 

▪︎5 Kamar mandi 

▪︎Kolam Renang

▪︎Parkir 5 mobil 

▪︎Halaman luas dan ada rooftop 



Sertifikat 》 SHM & IMB lengkap

Harga.     》 RP 3.5 M (Nego )

Hub Jordan 0812 8191 1462



Bisa dibantu kpr sampai selesai 

IG @doctor_property"
60,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-komplek-siap-huni-di-lebak-bulus-lebak-bulus-jakarta-selatan-oleh-indah-18426284,"5,500,000,000.00",Jakarta ,174,232,4,3,1,1,2,0,5500,SHM,"RUMAH MEWAH DALAM KOMPLEK SIAP HUNI DI LEBAK BULUS, LEBAK BULUS JAKARTA SELATAN","Alif Premiere Cluster 3 lantai mulai 900 Jutaan dengan konsep islami yg sangat mewah dan BEBAS BANJIR.

- AKSES 3 Pintu Tol (Jatibening, Jatiasih dan Jati Warna)
- Termasuk biaya-biaya surat, kecuali ppn & BPHTP

>> SKEMA PEMBAYARAN <<
1. Cash Keras
2. Cash Bertahap
3. KPR
Booking Fee cukup 5 juta
-> DP 30%
>> UNIT TERSEDIA TERBATAS, Tipe Luas Bangunan 90 & 100
>> SPESIFIKASI <<
- 3 Lantai
- 3 Kamar tidur
- 2 Kamar mandi
- Air Tanah bersih, bisa diminum

>> Fasilitas Umum :
- ️1.5km (7 menit) ke tol Pondok Gede Timur (Jatibening)
- 4.8km (16 menit) ke tol Jatiasih
- ️4.8km (16 menit) ke tol Jatiwarna
- ️1.2km (5 menit) ke TK, SDIT Al Azhar Jatikramat
- ️2.4km (10 menit) ke Al Azhar Syifa Budi Jatibening
- 3.3km (15 menit) Darussalam Islamic School
- ️2.2km (9 menit) LRT Jatibening
- ️6.8km (25 menit) Plaza Pondok Gede
- 4.7km (15 menit) RS Kartika Husada Jatisih
- ️3.3km (12 menit) RS Mitra Keluarga Pratama Jatiasih
- ️3.6km (14 menit) RS Mas Mitra Jatimakmur
- ️8.5km (25 menit) RS Hermina Galaxy
- ️8.5km (25 menit) Grand Galaxy Park Mall
- ️1.1km (4 menit) Superindo Jatibening
- ️650m (3 menit) Pasar Tradisional Fresh Market Cikunir
- ️350m (2 menit) SPBU Pertamina Ratna
- ️2km (7 menit) Shell Jatibening
- Lingkungan masih hijau, nyaman, tenang dan sudah ramai
Lokasi sangat bagus untuk investasi karena pasti harga akan naik terus.

Dapatkan special diskon khuss bukan MARET 2021
Diskon 50 juta utk KPR
+ Bonus toren 1000L / AC
Diskon 100 juta utk CASH KERAS
+ Bonus toren 1000L, Kitchen set

                                    For Sale!!



Rumah mewah dalam komplek lebak bulus jakarta selatan

layout lapang

pencahayaan bagus



lokasi strategis

dekat tb simatupang

dekat sekolahan

dekat pondok indah

dekat rumah sakit

dekat citos



luas tanah 174 m

luas bangunan 232 m

kamar tidur 4+1

kamar mandi 3+1

bangunan 3 lantai

listrik 5500 watt

1 line tlp

4 unit ac

bangunan baru tahun 2019

shm



Harga Rp.5.5 M



more info

Indah

082213420829"
61,04-02-2021,https://www.rumah.com/listing-properti/dijual-jatibening-alif-premiere-oleh-astik-18346146,1500000000,Jakarta ,70,100,3,2,0,0,1,0,2200,SHM,Perumahan Alief Jatibenting,"Rumah Minimalis 3 Lantai Jatibening Promo Maret Diskon Cash 100 Juta
Alif Premiere Cluster 3 lantai mulai 900 Jutaan dengan konsep islami yg sangat mewah dan BEBAS BANJIR.

- AKSES 3 Pintu Tol (Jatibening, Jatiasih dan Jati Warna)
- Termasuk biaya-biaya surat, kecuali ppn & BPHTP

>> SKEMA PEMBAYARAN <<
1. Cash Keras
2. Cash Bertahap
3. KPR
Booking Fee cukup 5 juta
-> DP 30%
>> UNIT TERSEDIA TERBATAS, Tipe Luas Bangunan 90 & 100
>> SPESIFIKASI <<
- 3 Lantai
- 3 Kamar tidur
- 2 Kamar mandi
- Air Tanah bersih, bisa diminum

>> Fasilitas Umum :
- ️1.5km (7 menit) ke tol Pondok Gede Timur (Jatibening)
- 4.8km (16 menit) ke tol Jatiasih
- ️4.8km (16 menit) ke tol Jatiwarna
- ️1.2km (5 menit) ke TK, SDIT Al Azhar Jatikramat
- ️2.4km (10 menit) ke Al Azhar Syifa Budi Jatibening
- 3.3km (15 menit) Darussalam Islamic School
- ️2.2km (9 menit) LRT Jatibening
- ️6.8km (25 menit) Plaza Pondok Gede
- 4.7km (15 menit) RS Kartika Husada Jatisih
- ️3.3km (12 menit) RS Mitra Keluarga Pratama Jatiasih
- ️3.6km (14 menit) RS Mas Mitra Jatimakmur
- ️8.5km (25 menit) RS Hermina Galaxy
- ️8.5km (25 menit) Grand Galaxy Park Mall
- ️1.1km (4 menit) Superindo Jatibening
- ️650m (3 menit) Pasar Tradisional Fresh Market Cikunir
- ️350m (2 menit) SPBU Pertamina Ratna
- ️2km (7 menit) Shell Jatibening
- Lingkungan masih hijau, nyaman, tenang dan sudah ramai
Lokasi sangat bagus untuk investasi karena pasti harga akan naik terus.

Dapatkan special diskon khuss bukan MARET 2021
Diskon 50 juta utk KPR
+ Bonus toren 1000L / AC
Diskon 100 juta utk CASH KERAS
+ Bonus toren 1000L, Kitchen set
"
62,04-02-2021,https://www.rumah.com/listing-properti/dijual-cluster-carten-oleh-revaldy-muhammad-17721820,1300000000,Jakarta ,90,70,4,2,0,0,1,1,2200,SHM,Cluster Carten,"Miliki Segera Cluster Mewah Termurah Di Jakarta Timur Akses One Gate
Miliki segera cluster termurah di Jakarta Timur

tipe Cyrcloop
Bangunan 2 Lantai + Rooftop
Luas Tanah 90 M2
Luas Bangunan 70 M2
Kamar Tidur 3
Kamar Mandi 2
Carport 2 Mobil
Balkon
Dapur
Taman Belakang
Taman Depan
Rooftop
Canopy
Pagar


-----------------------------------

Tipe Derabaroo
Bangunan 2 Lantai + Rooftop
Luas Tanah 132 M2
Luas Bangunan 88 M2
Kamar Tidur 3
Kamar Mandi 3
Carport 2 Mobil
Taman Belakang
Taman Depan
Balkon
Dapur
Rooftop
Canopy
Pagar

-----------------------------------

Kerjasama Bank BSM dan BTN

Spesifikasi :
Homogenous Tile 60x 60
Struktur Beton Bertulang
Dinding Hebel Plester Aci
Plafond Gypsum
Atap Dak Beton & Rangka Hollow
Kusen Pintu Dan Jendela Aluminium
Sanitair American Standard
Kamar Tidur : 3
Kamar Mandi : 2
Listrik : 2200
Carport : 2
Lantai : 3
Akses : 2 Mobil
Bebas Banjir
Air : Pam
Legalitas: SHM, IMB

Semua Unit Indent 6 Bulan

Seling Point :
Serah Terima Tepat Waktu ( 6 Bulan)
Bonus Canopy dan Pagar
CCTV Tiap Unit
One Gate System
Angkutan Umum 24 Jam
Security 24 Jam
10menit Ke Tol Cacing
10 Menit Ke Tol Bintara
Dekat Fasilitas Kesehatan
Dekat Fasilitas Ibadah
Dekat Fasilitas Pendidikan
Dekat Kawasan Industri Pulogadung , Yamaha , United Tractors , Suzuki
Dekat Fasilitas Perbelanjaan Dan Kuliner
"
63,04-02-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-buaran-indah-jakarta-timur-lokasi-strategis-oleh-mariani-ang-18311729,200000000,Jakarta ,97,101,4,3,0,0,0,1,2200,SHM,Dijual rumah buaran indah Jakarta Timur lokasi strategus,"LT 97m
LB 101m
KT 4 KM 3
SHM
Listrik 2200watt, air jetpump, toren
Sudah termasuk AC dan furniture
Bebas banjir
Lokasi strategis dekat Mall, Stasiun kereta, halte busway, sekolah
Harga 2,2M nego
"
64,04-02-2021,https://www.rumah.com/listing-properti/dijual-perum-jatinegara-indah-jln-gunung-lawu-oleh-rokib-str-17839326,3000000000,Jakarta ,90,70,2,1,0,0,1,0,2200,SHM,"Perum Jatinegara indah , jln gunung lawu","Cluster ini berlokasi didalam perumahan Jatinegara indah dimana Perumahan tsb sdh hidup/banyak penghuninya.

Lokasinya dekat dengan pusat perbelanjaan, Buaran Plaza, Kawasan industri Pulo gadung, Kantor walikota Jakarta timur dll"
65,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-komp-abadi-duren-sawit-oleh-hamzah-hamzah-10884710,7000000000,Jakarta ,332,600,5,5,1,1,1,1,3500,SHM,Rumah komp abadi Duren Sawit,pencahayaan bagus
66,04-02-2021,https://www.rumah.com/listing-properti/dijual-cluster-exclusive-3lantai-mewah-dan-berkelas-oleh-cicilia-18136433,2300000000,Jakarta ,74,150,4,4,0,0,1,0,4400,SHM,Cluster exclusive 3lantai mewah dan berkelas,"Rumah Mewah 3lantai Di Dlm Cluster Lokasi Strategis Di Rawamangun
Cluster Minimalis 3 Lantai di Rawamangun Jakarta Timur
Desain Modern Masa Kini
""Free Full Furnish atau Diskon 200jt""

Dan Banyak bonus lainnya
Keamanan Terjamin Dengan One Gate System,

Lokasi Strategis Dekat Dengan Tol Dan Pusat Niaga,


Unit Terbatas Hanya 7 Unit (sisa 5 Unit)
BONUS !!

Instalasi AC 3 Unit
Water Heater 2 Unit
Free 1 Year IPL

Lokasi Terbaik :
- 10 menit ke Tip Top
- 10 menit ke Mall Arion
- Dekat Tol Rawamangun & LRT Veloodrome
- Dekat RS Persahabatan
-Dekat Sekolah Al Azhar, Tarakanita, Lab School
-Dekat Golf Rawamangun, Veloodrome
Ada 2 Type yg Tersedia
Blok ABC :
LT 74 / LB 150
K. Tidur 3 + 1
K. Mandi 3 + 1
Harga Rp 2.3,-  M
Blok DE :
LT 78 / LB 170
K. Tidur 3 + 1
K. Mandi 3 + 1
Harga Rp  2.4,-  M
Spesifikasi :
-Pondasi       : Cakar Ayam
-Dinding       : Batu Bata
-Kusen         : Aluminium Coating
-Pintu Utama   : Kamper Oven (Solid)
-Lantai :Granite Tile 60 x 60
-Plafond       : Gypsum (Rangka Hollo Galvanis)
-Rangka Atap   : Baja Ringan
-Penutup Atap  : Metal Coating & Alumunium Foil
-Sanitary      : TOTO
-Air           : Jet Pump
-Daya Listrik  : 3500 W
-Anti Petir
-Dedicated MCB
Cara Bayar :
Cash
Cash Bertahap 8 bln
KPR Min Dp.20% (BTN & BNI Syariah)

Booking Fee 25 jt
"
67,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-buaran-oleh-dodo-sugra-16680451,325000000,Jakarta ,160,250,5,4,0,0,1,1,3500,SHM,Rumah mewah di Buaran,"Komp. Taman Buaran Indah
Dijual cepat rumah siap huni

Lokasi sangat strategis
Lingkungan komplek elite buaran
Aman, nyaman, tenang dan bebas banjir
Akses jalan depan rumah 2 mobil
"
68,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-258m-oleh-dodo-sugra-18418822,3100000000,Jakarta ,258,210,5,3,0,0,0,1,3500,SHM,Rumah Buaran 258 M,dekat tb simatupang
69,03-31-2021,https://www.rumah.com/listing-properti/dijual-hanya-5-juta-rumah-dekat-stasiun-oleh-sri-radonna-sinaga-17907481,1300000000,Jakarta ,105,88,3,2,0,0,2,0,2200,SHM,Hanya 5 juta rumah dekat stasiun,"Hanya 5 Juta Rumah Dekat Stasiun
HUNIAN Cluster di Bekasi Terbebas dari Banjir . Kok bisa yah ?
Bisa dong karena area kita lebih tinggi 1 meter dari perumahan yang lain serta saluran dan penampungan airnya sudah ditata dengan baik jadi gak usah khawatir lagi 100Kawasan Grand Duta City Bekasi Terbebas dari BANJIR . Kawasan yang berdiri diLuas Lahan 200 HA serta memiliki Concept yaitu :
* One stop Living
* Green Community
* New Lifestyle in Bekasi
Dibangun oleh pengembang properti ternama yang ada di Indonesia yaitu DUTA PUTRA LAND yang sudah Terpercaya oleh Keluarga Indonesia lebih dari 20 Tahun .

Untuk Akses dan Transportasi Terdekat meliputi :
* Gerbang Tol JORR 2 ( Cilincing-Cibitung ) hanya 5 menit
* Gerbang Tol Bekasi Barat hanya 15 menit
* Shuttle Bus Transjakarta ( KHI ) hanya 5 menit
* Stasiun Terdekat ( Cakung,Kranji,Bekasi ) hanya 15 menit

Untuk type yang ditawarkan didalam area Cluster West Manhattan Bangunan 2 Lantai dengan harga 1,2 Milyard jutaan dengan Dp hanya 172 Jutaan Rupiah anda sudah dapat memiliki :
Type *Sharman*
LB : 88 m
LT : 105 m
Lebar carport 7 meter
2 KM , 3 KT
Bangunan 2 Lantai
Taman Pribadi
Bangunan terdiri dari :
* Full bata merah double dinding
* Atap Baja Ringan
* Lantai Granit 60 x 60
* Ceiling/ plafon 4.5 meter
* Instalasi AC sudah tertata
* Free Closet,Shower,Wastaffle by TOTO
* Alumunium Kusen by YKK
* Sudah PDAM
* Pasokan Listrik 2200 watt
* One Gate System Cluster
* Keamanan 24 jam + CCTV Area

Untuk Fasilitas yang ada di GDC meliputi :
* Central Park Mall GDC
* Commercial Area & Shophouse
* Outdor Area & Garden Area
* Food Court & Sport Club
* Apartment & Sarana Pendidikan
* Jogging Track & Shopping Avenue

Dapatkan Promo sampai dengan 100 juta rupiah !! Syarat dan ketentuan berlaku + Free BPHTB & Sertifikat .
Segera miliki hunian di Kawasan Grand Duta City Bekasi dapat untungnya nikmati kenyamanannya...

"
70,03-31-2021,https://www.rumah.com/listing-properti/dijual-rumah-modern-dikawasan-super-block-oleh-sri-radonna-sinaga-17907701,1100000000,Jakarta ,90,69,3,2,0,0,2,0,2200,SHM,Rumah modern dikawasan super block,dekat pondok indah
71,03-31-2021,https://www.rumah.com/listing-properti/dijual-buaran-duren-sawit-jakarta-timur-oleh-sujono-17795844,245000000,Jakarta ,120,180,4,3,1,0,3,0,2200,SHM,Buaran duren sawit jakarta timur,"Rumah Modern Dikawasan Super Block
HUNIAN Cluster di Bekasi Terbebas dari Banjir . Kok bisa yah ?
Bisa dong karena area kita lebih tinggi 1 meter dari perumahan yang lain serta saluran dan penampungan airnya sudah ditata dengan baik jadi gak usah khawatir lagi 100Kawasan Grand Duta City Bekasi Terbebas dari BANJIR . Kawasan yang berdiri diLuas Lahan 200 HA serta memiliki Concept yaitu :
* One stop Living
* Green Community
* New Lifestyle in Bekasi
Dibangun oleh pengembang properti ternama yang ada di Indonesia yaitu DUTA PUTRA LAND yang sudah Terpercaya oleh Keluarga Indonesia lebih dari 20 Tahun .

Untuk Akses dan Transportasi Terdekat meliputi :
* Gerbang Tol JORR 2 ( Cilincing-Cibitung ) hanya 5 menit
* Gerbang Tol Bekasi Barat hanya 15 menit
* Shuttle Bus Transjakarta ( KHI ) hanya 5 menit
* Stasiun Terdekat ( Cakung,Kranji,Bekasi ) hanya 15 menit

Untuk type yang ditawarkan didalam area Cluster West Manhattan Bangunan 2 Lantai dengan harga 1,2 Milyard jutaan dengan Dp hanya 172 Jutaan Rupiah anda sudah dapat memiliki :
Type *Sharman*
LB : 88 m
LT : 105 m
Lebar carport 7 meter
2 KM , 3 KT
Bangunan 2 Lantai
Taman Pribadi
Bangunan terdiri dari :
* Full bata merah double dinding
* Atap Baja Ringan
* Lantai Granit 60 x 60
* Ceiling/ plafon 4.5 meter
* Instalasi AC sudah tertata
* Free Closet,Shower,Wastaffle by TOTO
* Alumunium Kusen by YKK
* Sudah PDAM
* Pasokan Listrik 2200 watt
* One Gate System Cluster
* Keamanan 24 jam + CCTV Area

Untuk Fasilitas yang ada di GDC meliputi :
* Central Park Mall GDC
* Commercial Area & Shophouse
* Outdor Area & Garden Area
* Food Court & Sport Club
* Apartment & Sarana Pendidikan
* Jogging Track & Shopping Avenue

Dapatkan Promo sampai dengan 100 juta rupiah !! Syarat dan ketentuan berlaku + Free BPHTB & Sertifikat .
Segera miliki hunian di Kawasan Grand Duta City Bekasi dapat untungnya nikmati kenyamanannya...

"
72,03-31-2021,https://www.rumah.com/listing-properti/dijual-rumah-di-duren-sawit-cocok-utk-renov-oleh-rahayu-18274102,140000000,Jakarta ,102,90,3,2,0,0,1,0,2200,SHM,Rumah Di Buaran Harus Renov Turun Harga,"Rumah standar uk 6 x 17 harus direnov kembali, lokasi super strategis dekat akses kemana mana, dan sangat mudah akses transportasi juga , lokasi BEBAS dari banjir....sangat nyaman dan aman dengan kemanan 1 pintu"
73,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-kos-krt-radjiman-buaran-oleh-hamzah-17964659,3000000000,Jakarta ,229,400,10,10,0,0,0,0,2200,SHM,Rumah Kos KRT Radjiman Buaran,"Rumah Kos 39 Pintu Kp. Rawabadung Cakung
Rumah Kos kp. rawabadung Cakung Buaran Jakarta timur


Spesifikasi
- SHM + IMB
- LT:  229 m2
- LB: 400 m2 (3 Lantai)
- 38 KT + 1 Kmr Karyawan


Lokasi super strategis :

Hanya 3 menit ke
1. Stasiun KA Buaran
2. Kawasan Pulogadung
3. Carrefour Buaran


- Harga Kamar 600 - 700 rb /bln

Net income 20- an jt/bln


*Harga Rp 3 milyar/nego        
"
74,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-duren-sawit-oleh-hamzah-17913448,550000000,Jakarta ,216,330,6,6,0,0,4,0,3500,SHM,Rumah Buaran Duren Sawit,"Dijual rumah di Buaran Duren Sawit Jakarta Timur


Lt/lb 216/330 KT 4+2 KM 5+1

- Bangunan baru siap huni
- Garasi 4 mobil
- 5 menit Stasiun Buaran

*Harga Rp 5.5 milyar
"
75,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-jalan-boulevard-oleh-hamzah-17885005,750000000,Jakarta ,350,500,7,7,0,0,5,0,3500,SHM,Rumah mewah di jalan boulevard,luas bangunan 232 m
76,03-29-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-megah-2-lantai-di-daerah-buaran-1-pintu-gate-jakarta-timur-oleh-oka-lie-18327054,4800000000,Jakarta ,320,300,7,5,1,0,2,1,4500,SHM,Dijual Rumah Megah 2 Lantai Di Buaran,"Dijual rumah megah 2 lantai di daerah buaran 1 pintu gate Jakarta timur

Luas Tanah : 320 m2
Luas Bangunan : 300 m2
Kamar Tidur : 6
Kamar Pembantu : 1
Kamar Mandi : 5
Gudang : 2
Garasi : 1
Carport : 2
Listrik : 4.500 watt
Air : pam atau sumur
Sertifikat : SHM

Harga : 5.5 M nego turun harga jadi 4.8 M nego
"
77,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-kav-ptb-duren-sawit-oleh-hamzah-17456258,5000000000,Jakarta ,313,420,6,4,1,1,2,2,4400,SHM,Rumah Kav PTB Duren sawit,"Dijual rumah di Kav PTB Duren sawit Jakarta timur

lt/lb 313/420 KT 6+1 KM 4+1

- Konstruksi th 2014
- Jetpump, PAM
- Indoor Gazebo
- 2 Ruang serbaguna, Kolam ikan Koi
- 5 menit RS. Duren sawit
- Dekat ke jl.raya, pasar, tempat ibadah, pendidikan dll

*Harga Rp. 5 milyar/nego        
"
78,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-regency-duren-sawit-oleh-hamzah-17885117,450000000,Jakarta ,330,200,5,5,1,0,4,0,3500,SHM,Rumah Buaran Regency Duren sawit,"Dijual rumah di Buaran Regency Jakarta Timur


Lt/lb 330/200 KT 5+1 KM 5

- Bangunan bagus Siap Huni
- One gate system
- Keamanan 24 jam
- Lingkungan nyaman komplek elit
- Depan Kampus Unsada
- Akses langsung ke Casablanca

*Harga Rp 4.5 milyar        
"
79,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-cilungup-buaran-duren-sawit-oleh-hamzah-17888954,1500000000,Jakarta ,128,100,3,2,0,0,0,0,2200,SHM,Rumah Cilungup Buaran Duren sawit,"Rumah Cilungup Buaran Duren Sawi
Dijual Rumah di Cilungup Buaran Duren sawit


Lt/lb 128/100 KT 3 KM 2

- Bangunan bagus
- Lingkungan nyaman
- 5 menit McDonald's Buaran

*Harga Rp 1.5 milyar"
80,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-duren-sawit-oleh-hamzah-17885280,1200000000,Jakarta ,80,140,3,2,0,0,1,0,2200,SHM,Rumah Buaran Duren sawit,"Rumah Murah Jalan 2 Mobil
Dijual rumah 2 lantai duren sawit, Jakarta Timur


Lt/lb 80/140 KT 3+1 KM 2+1

- Bangunan minimalis siap huni
- Akses jalan 2 mobil
- Lingkungan nyaman
- 3 menit Dunkin donuts, Carl's Jr Buaran
- 5 menit Carrefour Buaran

*Harga Rp 1.2 milyar"
81,04-01-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-di-cipinang-pondok-bambu-duren-sawit-jakarta-timur-oleh-wanti-17360056,3551085000,Jakarta ,143,125,3,2,1,1,2,0,2200,SHM,Dijual Rumah Siap Huni di Cipinang Pondok Bambu Duren Sawit Jakarta Timur,"Dekat Casablanca, Mall Cipinang
Dijual Rumah Cantik 2 Lantai siap huni di Cipinang Pondok Bambu Duren Sawit Jakarta Timur
Selling point' :
Keunggulan
One Gate System
Cctv
Security 24 Jam
Tol Dalam Kota Cawang Tj Priok
Jln Casablanca
Mall Cipinang
Total 12 Unit Tersedia 5 Unit
-Luas Tanah 143m2
Luas Bangunan 125m2
Rp 3,551,085,000

Kamar Tidur 3+1
Kamar Mandi 2+1
Lantai Granite
Carport 2
Taman Depan
Taman Belakang
Balkon
Listrik 2200
Air Jet pump + Toren
SHM + IMB

Harga Sudah Termasuk
IMB
Listrik 2200 Watt
Telpon
Booking Fee 25 Jt
Dp 30%
Kpr Bank BNI Syariah
Cash Bertahap 10x Ke Developer
Hub : Misswanti 081298687264"
82,04-01-2021,https://www.rumah.com/listing-properti/dijual-perumahan-sunter-danau-indah-oleh-hartono-16875707,4100000000,Jakarta ,184,176,5,3,0,0,3,0,3500,SHM,PERUMAHAN SUNTER DANAU INDAH,"Rumah Bagus Dilingkungan Nyaman
terketak dilokasi elite jkt utara sunter ,dekat pusat bisnis,dekat klapa gading,pusat perkantoran,rumah sakit shiloam ,mall sunter ,dekat toll,dekat jakarta fair dll"
